,unit,weight
718,d490f1f82940df330d093c5bac07db05,0.03
720,4ea2ddd9f0d81edc713699960a32c18b,0.031
721,d265d3620336f88bb6b49ac2e38c60ae,0.031
722,512df4af7b5b0324c31d048b842552a9,0.031
723,801f4333a58d8123608665c7b1b060bb,0.031
725,3089e6be2ff94a450b62d5c940194a39,0.032
726,c488bf7c41760394cf2799a749d288f4,0.032
727,fc5f6ff0db2d802567479263c9fe6596,0.033
728,6b1575e0ffecd14da93e5a5a6b22f308,0.033
729,defbc7170c83439cac665e5cede0bbc4,0.034
730,d23ee6399fa8fde28e1d404b8f31ceb7,0.034
732,0c22aea5f49c1f70b9acb36867571b86,0.034
733,1cc4a07906b10c305d83c4bcdc0f10bc,0.035
734,f4e91525b589ce1a9afe75a72e767040,0.035
736,bb113c09fb5b49e3298589fb858fd58b,0.036000000000000004
738,2ed44f37ba178399f04eccb01d71ea76,0.036000000000000004
739,adb5c8f84e762106974f80d3be303a55,0.036000000000000004
740,f28539a32ca5bdb3f5f7901ac9044913,0.036000000000000004
742,80194b00bd41294cdad675c77f4a3d8e,0.037000000000000005
743,8031c698c601b62a7863c91b9506d809,0.038
744,ee0f3f9c7af6549abfbfccce533e6029,0.038
746,7960662695a342f6008be0d186095e83,0.038
747,2bcf994716d73cb1df531aaa8692c809,0.038
748,8fb2843789bfd2c01be11d793bf72467,0.038
749,f2ece34d3236c9f4cab7acd497c02bf2,0.038
752,4061b66d9294c4ca8eb43de833d7e93a,0.038
753,87ae7b61181fc87c22e898212b729f1c,0.038
755,1392eb9f54a6eedd5a06348f318f3f99,0.039
756,11d7fb426a88cf859a8dfd4be2309854,0.039
757,232ec3966a318969eec46ad5647da2f8,0.04
759,c6f0033ff3fd149682860a23015c3fec,0.04
760,d54010a670b21f532269d115fca941d8,0.041
762,8121b235f0578a321d6a64383470619f,0.041
763,ea15f6b3cda55834daa1b61904adc0fe,0.042
765,f9622882aa29d21645c552bddc0ab64b,0.043
766,d58d04097c24c8d63ca21884850e08e6,0.043
767,1209f179cd0163fef707b612091b772f,0.043
768,a6215c8c976b59dfdf486f11146675a8,0.044
769,e2a9c9b652bca2bb1f6d6ced5270f5ce,0.046
771,db6bbc3773d2ff7bfd22eec53f812023,0.047
772,06531cd4188630ce2497cd9983aacf5e,0.047
774,a31b6fc53d57419631077bbfe4b241ba,0.047
776,a8c983914f5aaa9c87e61a5fe7b72d4e,0.049
777,206d9cc1a5f2ede760910e6dd4440fd2,0.05
778,53f8b87f98ad47407637989f259561b6,0.051
780,74ab73b2f7b09d1fb371a4b335dc8a8e,0.051
782,327a340a41e8a1a544e923c865e5f89e,0.052000000000000005
784,272e0dafe51e776feb91cd795fea9908,0.053
785,86da5b7fa71aa47d248b3651211d705a,0.054000000000000006
786,df4223b1bdcd817f34753924e16a762e,0.054000000000000006
787,0d30f704a56653b505d7bf04673ae1a6,0.056
788,40f45d67e16ffe5ae05c936ec8eb047b,0.056
789,77c89d1055313191b7847238ae3df9df,0.057
790,f9b65382613bd6ab5c52bb4bf419bd6b,0.058
791,42330433f2befb34447db75b3b1f45cf,0.059
792,33f817660553b40a58e3a6391b550f74,0.059
794,d5ccbdfb57bcb5620f1b8de938ff8be5,0.059
795,c87ad717e6b5595558debbe356ee0945,0.06
796,5ad2548f971bb5f9af3d1a36a7800d26,0.06
797,9285d8a8bdc0d776adb60c16ef1e0fb1,0.061
798,40178c1d79287684481a61c2b41f63c9,0.061
800,04b155599672da2f35abd187df4b7d3f,0.061
801,a997dc7452bfdab8a04735fd97a7fa39,0.062
802,d41414fd2e70a27c4ee3b497852d5519,0.062
803,1996372c6ab5cdfdae090645bb3b31ee,0.062
804,b371ab9532d058ae855a7de09d61c6a9,0.062
807,e6cdccb9027c2468f12d09d55a56daec,0.064
809,d8bd2310fc6903339591e4e90c1a1204,0.067
810,bf06fdfc1adfc5a76961a244b782b411,0.067
811,3a0de5de9c429f10b5d3156398cfc8fd,0.068
816,247701c915f0a83f5bba357cf59437ae,0.07200000000000001
818,3cb09aa2867083c66b76dc839e6ba123,0.073
819,6b51dc00e52712d2f03e257bf665584d,0.07400000000000001
821,e765c2a1026a46ccfebc4dad578fbbbc,0.076
823,9b8f48bacb1a63612f3a210ccc6286cc,0.079
824,88f33d6f7e6795d524b5cc4628df690f,0.08
825,6c378a2ab8ef0960043b4eca929c2496,0.08199999999999999
827,5e2cf853b9d2b4859d0d3b848303fa64,0.083
828,4cc3b4484538964340d33e23cae29dc5,0.084
829,bf7701bc211c2ecc4314ca02f6ef1cef,0.085
830,e650b4cc581f2287ab94fab63e3811ef,0.086
831,a33b6896121d1886c9434f2181a29074,0.086
834,bd6034489031b0d580c7f80115964091,0.09
835,3bf995f20d2c218021a05ad3a07d433d,0.093
836,531c05467dd6e6a5e0e4e30974668539,0.095
838,631597a951c8f8fab1f451761351aee6,0.099
839,10e7553e56ae54214ec99d4693e7d227,0.099
841,708cee7508be849d7bad5b4dd6460e75,0.101
844,122364cb3a042086d9509cb2a1386443,0.109
845,8538f16d61c9a7e113fc4e7748b115ed,0.111
847,3d2b6754ef69686ce9907ab0c125b6b4,0.112
849,fc136fddfa9df8b0577e9e44c776a5d9,0.114
851,8a54612bdaf867b47ca31e7ecc225021,0.119
853,014a3a361546e92efe93ec6b8f35ebdd,0.122
854,ac4a5924abfdfabdefbf7e6a92d3b9fe,0.125
855,29d1252cea047eadafdcd305e4d4884c,0.135
856,2efebc92b2d6af6265d894fcd855e417,0.138
857,131bd106cdd38cafb8e6e460fc8aa68a,0.138
859,fbebd4b0a117dc44d58478cf9f87a08c,0.14300000000000002
862,14c2ef19bb1cb258ed857cb43b6d6606,0.151
864,7dd28808793e67c411382ac46625f4ab,0.158
865,e6f0878d35ce6eee2f5573df124eb154,0.159
866,fe4f38aecc1c0c2c6b4a04e1528cdf55,0.16
868,fcc445c33d0d6b3a3b66b9e35fec52a0,0.162
869,326cb18b045e5baefa90bbc2e8d52a32,0.163
872,94c66b4908d42bc5dce8578144d21b33,0.16699999999999998
874,16bc36ba0caf4b1596ef4b75a4a3096a,0.17
876,97295c9dbdf760f22111485633ce4175,0.171
877,4c67288c2628b80c51fd7273dce983c7,0.172
878,9f887a849ff9a7f125a8226cfc0f1654,0.17800000000000002
879,0fc8b8d79d0fdb10dbeb2fdbef10a0bc,0.18
881,d1dae0ff07a164b729f3c032a21e8e1a,0.184
882,2effa036807329a88056093fabb07ce6,0.184
884,2e9772baa6ebfd10b3f683a2d0028ac8,0.18600000000000005
885,b4a36c3e7a5034285ed22e7fa8f31c3e,0.18600000000000005
886,d6fa82e419d8c8675edf8cecf18f42e8,0.187
887,f213978178916eb58b74c1fdfde044ff,0.19
888,8f12d4efbdca5bd74c62fb8c08cfeff9,0.191
889,9cbfa893d87bd9a8d0eda0c771f05dda,0.192
890,fe44ecc1b69af78d9f127ef083586d3e,0.195
891,a5363f80577076d31b6204ec2b86ab48,0.197
892,a82074d4b56a567164164fe4d5f36bc6,0.203
893,b41c234b2cc3e9ee5c36ad10168f1915,0.204
895,b973094393eae680766fa9db100285af,0.205
896,ae67f5e4287ff7150af43f5267c2ea40,0.207
897,2c8dfb69edf3b395ba3e1f6042c954cc,0.217
900,575cec8f8e5742277ea063ab1f4818e1,0.226
901,9ba5b65c7dce41caa758123ad33ad6c1,0.234
905,3350dd4e8132d27672c5a09cd15a2d70,0.247
906,c667afe1760f1e611bbf1429a4d324c4,0.249
907,7e76fdf9e6f1ed08e421261368a460d2,0.25
909,965e2336e5f772d5f5476b8168aa2fbb,0.257
911,22c009f7ffbadd773cb9b6d8f6e703cf,0.259
912,683f6d6268cffdf9e542efbb9663694e,0.268
913,97d381a25dec90e6440bda73533a4462,0.277
914,bc1bdcba11f4100625577053a9c1d4d1,0.28
915,fc0894a654949ee8f7876f9146eb6d76,0.285
916,7dc25ea61b4d47f7de6c7a8d8d559487,0.287
917,2ac971ea3fa8316c71d9826724e0d204,0.29100000000000004
918,9a27f2c80de3ad06d7b57f5ec302c19e,0.305
919,cc0a53da040f504a5ea75f84ece95fe9,0.325
921,15575052d5294ee546f458edf801ddaf,0.379
922,79baf84bb72b22286e49377f8800db66,0.384
923,179e84d896bf9bcd3d0008ec2cfbdedd,0.404
926,f88c5cb6cc169fa3647434185226fd24,0.943
