,unit,ts,qty,geography_level,geography,product_level,product
226,4c5f67fc8f1d7eaae963ef30e81cd6d1,2021-03-01,84,geography_level_3,7b61250107b0ab94a35b9b80168df40d,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
227,b3be5f5a5e6e4c9f5a3134fbe9395c35,2021-03-01,455,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,814119e4a116199cf494768f31987158
228,415469a2826bed5442d9591094b6fa11,2021-03-01,316,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,3241cf89eaf210f13321fe6280c7d172
230,d265d3620336f88bb6b49ac2e38c60ae,2021-03-01,345,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
231,c87ad717e6b5595558debbe356ee0945,2021-03-01,1051,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,db9e166331f89037c1b3590adfaa18d4
232,7d9cbb373fddba4ce2cddcec96bccbeb,2021-03-01,34,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,45fe7a01980958e559fa0473c20c8c58
233,683f6d6268cffdf9e542efbb9663694e,2021-03-01,3476,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
234,6b51dc00e52712d2f03e257bf665584d,2021-03-01,988,geography_level_3,7b61250107b0ab94a35b9b80168df40d,product_level_2,db9e166331f89037c1b3590adfaa18d4
235,b1c2cfe32816b7561a95bb5d62d6aa2f,2021-03-01,43,geography_level_3,55536ba3606ef023932f9532b11797a5,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
236,3b1d170981038f65f18f9f8b32aef17c,2021-03-01,149,geography_level_3,b0597a38e8a1100ec75120dddcb61f01,product_level_2,814119e4a116199cf494768f31987158
237,426b3729c06b0c2f226733d43d940f20,2021-03-01,149,geography_level_3,b0597a38e8a1100ec75120dddcb61f01,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
239,76a5def89adbd6ecac452792fd8a1c7a,2021-03-01,6,geography_level_3,147c62a8f5acb0899e59893e821eb619,product_level_2,db9e166331f89037c1b3590adfaa18d4
241,f88c5cb6cc169fa3647434185226fd24,2021-03-01,14519,geography_level_3,147c62a8f5acb0899e59893e821eb619,product_level_2,93a97f63f0a573483d49c58dc02c1341
243,a5617570b22804aa25680fde7902df27,2021-03-01,42,geography_level_3,147c62a8f5acb0899e59893e821eb619,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
244,4a9c8fb8375557e4d279ec8866b7a46a,2021-03-01,74,geography_level_3,55704d1433a3abadfcbdd5b0befae53b,product_level_2,814119e4a116199cf494768f31987158
245,acaea7e0ebd9e7f7fb2d512e30394f95,2021-03-01,115,geography_level_3,55704d1433a3abadfcbdd5b0befae53b,product_level_2,1807ffa2c1c84035f4346c3364104dd1
248,7186738f570cf2d52511801af3d495e1,2021-03-01,70,geography_level_3,55704d1433a3abadfcbdd5b0befae53b,product_level_2,45fe7a01980958e559fa0473c20c8c58
249,8f12d4efbdca5bd74c62fb8c08cfeff9,2021-03-01,3665,geography_level_3,55704d1433a3abadfcbdd5b0befae53b,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
251,91fadf0c76d2c846294d91c5fc6eb063,2021-03-01,234,geography_level_3,55704d1433a3abadfcbdd5b0befae53b,product_level_2,579cf4cbf3d63c78deffc623c0de643f
253,e597880ffd78521b937456d6ae102646,2021-03-01,126,geography_level_3,dd45118031e9d2daafadd23195d04899,product_level_2,1807ffa2c1c84035f4346c3364104dd1
254,832125caaa876956cf4cf3eb06732dd5,2021-03-01,150,geography_level_3,dd45118031e9d2daafadd23195d04899,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
255,a6215c8c976b59dfdf486f11146675a8,2021-03-01,595,geography_level_3,dd45118031e9d2daafadd23195d04899,product_level_2,db9e166331f89037c1b3590adfaa18d4
257,22c009f7ffbadd773cb9b6d8f6e703cf,2021-03-01,4904,geography_level_3,dd45118031e9d2daafadd23195d04899,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
258,16bc36ba0caf4b1596ef4b75a4a3096a,2021-03-01,1691,geography_level_3,dd45118031e9d2daafadd23195d04899,product_level_2,93a97f63f0a573483d49c58dc02c1341
260,1fb8b75109e637f2a4d93b17d29bd03a,2021-03-01,7,geography_level_3,3d5d1635712ad6bffe1b82e9d34b1c24,product_level_2,1807ffa2c1c84035f4346c3364104dd1
262,7ddf11a6871acd4ce5c367b17ed55796,2021-03-01,216,geography_level_3,3d5d1635712ad6bffe1b82e9d34b1c24,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
263,2bcf994716d73cb1df531aaa8692c809,2021-03-01,505,geography_level_3,b0f0cadb4f9b07e6b365c9eaaa5eb561,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
264,b20f7d4624a16a1e2866fb52ed57663e,2021-03-01,172,geography_level_3,3d5d1635712ad6bffe1b82e9d34b1c24,product_level_2,93a97f63f0a573483d49c58dc02c1341
265,53f8b87f98ad47407637989f259561b6,2021-03-01,955,geography_level_3,b0f0cadb4f9b07e6b365c9eaaa5eb561,product_level_2,db9e166331f89037c1b3590adfaa18d4
267,eb985b01fccc017e6ffca6bf0c2dd015,2021-03-01,45,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,3241cf89eaf210f13321fe6280c7d172
268,0025accbb2e3dfbfe6f5b3a4562bdee0,2021-03-01,244,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,1807ffa2c1c84035f4346c3364104dd1
269,631758d7a71c398d80538c844d3f17cc,2021-03-01,24,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,db9e166331f89037c1b3590adfaa18d4
271,15575052d5294ee546f458edf801ddaf,2021-03-01,4084,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,93a97f63f0a573483d49c58dc02c1341
272,c488bf7c41760394cf2799a749d288f4,2021-03-01,636,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,579cf4cbf3d63c78deffc623c0de643f
273,0634adffbf492893d5a1352af9722a1b,2021-03-01,84,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
276,0fc8b8d79d0fdb10dbeb2fdbef10a0bc,2021-03-01,1935,geography_level_3,c22caf17e6d3e86f4ac0d7a603a4d5a6,product_level_2,93a97f63f0a573483d49c58dc02c1341
278,8121b235f0578a321d6a64383470619f,2021-03-01,705,geography_level_3,22ec2860549baef5c3e9af46967a3e1d,product_level_2,814119e4a116199cf494768f31987158
279,2b1d3edb765ec06b94f8114bfdcb1840,2021-03-01,135,geography_level_3,22ec2860549baef5c3e9af46967a3e1d,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
281,97295c9dbdf760f22111485633ce4175,2021-03-01,2793,geography_level_3,22ec2860549baef5c3e9af46967a3e1d,product_level_2,93a97f63f0a573483d49c58dc02c1341
282,8031c698c601b62a7863c91b9506d809,2021-03-01,636,geography_level_3,22ec2860549baef5c3e9af46967a3e1d,product_level_2,579cf4cbf3d63c78deffc623c0de643f
285,9e58f106b6b192b53fe8cfc77651d6b0,2021-03-01,353,geography_level_3,46cf2a1545bea6ad9ef79bf82866b21f,product_level_2,db9e166331f89037c1b3590adfaa18d4
286,ea15f6b3cda55834daa1b61904adc0fe,2021-03-01,561,geography_level_3,60de5fa40aaaf2850711bc5269f91476,product_level_2,814119e4a116199cf494768f31987158
287,8fb2843789bfd2c01be11d793bf72467,2021-03-01,748,geography_level_3,60de5fa40aaaf2850711bc5269f91476,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
288,97d381a25dec90e6440bda73533a4462,2021-03-01,4096,geography_level_3,60de5fa40aaaf2850711bc5269f91476,product_level_2,db9e166331f89037c1b3590adfaa18d4
289,3350dd4e8132d27672c5a09cd15a2d70,2021-03-01,2859,geography_level_3,60de5fa40aaaf2850711bc5269f91476,product_level_2,93a97f63f0a573483d49c58dc02c1341
290,98ff59c466cefd9db8a775ad6debe038,2021-03-01,203,geography_level_3,8652ef40368d8de0746739c712bb981c,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
293,87ae7b61181fc87c22e898212b729f1c,2021-03-01,592,geography_level_3,82d2e641c36d5147fc00ef92eb6eeac9,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
295,4aebdfa099895cbc2ab9c7485dc33d3c,2021-03-01,7,geography_level_3,7ac6047d36cb2b463fc6b483cc32da60,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
298,ca792b6c4dfc40cb4f82177c0ce75135,2021-03-01,48,geography_level_3,e37d1fd37c8c4988c46b5152e0d6087d,product_level_2,579cf4cbf3d63c78deffc623c0de643f
299,e2938f937da7b164d039fe25de6cb475,2021-03-01,13,geography_level_3,e37d1fd37c8c4988c46b5152e0d6087d,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
301,e3b02e600a9c05121fa11cfc99f6a7b1,2021-03-01,141,geography_level_3,70b35aead2dac30735d3e5897b287d03,product_level_2,db9e166331f89037c1b3590adfaa18d4
303,5284a12e6e8696b4468c015194777dee,2021-03-01,34,geography_level_3,70b35aead2dac30735d3e5897b287d03,product_level_2,93a97f63f0a573483d49c58dc02c1341
304,202ac0ff9f60c7de31423ab773f7cac8,2021-03-01,61,geography_level_3,70b35aead2dac30735d3e5897b287d03,product_level_2,579cf4cbf3d63c78deffc623c0de643f
305,6580383fbec789022ae6accba82c2be0,2021-03-01,13,geography_level_3,70b35aead2dac30735d3e5897b287d03,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
307,e499a8c73b625858280ee8fd71f4118a,2021-03-01,29,geography_level_3,3682d07276ccce42b942a83cd8645c34,product_level_2,1807ffa2c1c84035f4346c3364104dd1
308,3c5f5530415f6cd3fe7d0d780d4c692b,2021-03-01,55,geography_level_3,3682d07276ccce42b942a83cd8645c34,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
309,bde4f74585ff4511a4ac812ff983cf04,2021-03-01,230,geography_level_3,3682d07276ccce42b942a83cd8645c34,product_level_2,db9e166331f89037c1b3590adfaa18d4
311,29b5fe79074a22aa11be367a6f23e6ce,2021-03-01,424,geography_level_3,3682d07276ccce42b942a83cd8645c34,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
312,66bc82542d96fb5ecfe0e707f2163f69,2021-03-01,99,geography_level_3,3682d07276ccce42b942a83cd8645c34,product_level_2,579cf4cbf3d63c78deffc623c0de643f
313,dec0b2a698a629fa1f029282029b36e6,2021-03-01,12,geography_level_3,3682d07276ccce42b942a83cd8645c34,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
314,a938582af12af32f2605172e025d077e,2021-03-01,16,geography_level_3,0b41e006d801550cba4c38157729bf87,product_level_2,1807ffa2c1c84035f4346c3364104dd1
316,5fc30b55b8a92d9633c5fe1866ca6d95,2021-03-01,339,geography_level_3,0b41e006d801550cba4c38157729bf87,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
318,e84341b6f53f2bde4b1fc436793bb6ee,2021-03-01,30,geography_level_3,0b41e006d801550cba4c38157729bf87,product_level_2,579cf4cbf3d63c78deffc623c0de643f
320,bb2a8d93abae18f4cb5b3ae443cbe46f,2021-03-01,4,geography_level_3,e37d1fd37c8c4988c46b5152e0d6087d,product_level_2,db9e166331f89037c1b3590adfaa18d4
321,87daf0158a4b1df6c72a8ff10c518b75,2021-03-01,22,geography_level_3,3d5d1635712ad6bffe1b82e9d34b1c24,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
322,ee017293437cd250a8b9f6445df5f8c5,2021-03-01,23,geography_level_3,a26a472b755b975cfe0923c243d3b10a,product_level_2,579cf4cbf3d63c78deffc623c0de643f
323,1daec4b51aa36f6ddc1597d64e1bc42d,2021-03-01,20,geography_level_3,a26a472b755b975cfe0923c243d3b10a,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
324,47e52256e47714454f5f8152d3f6e747,2021-03-01,437,geography_level_3,7ac6047d36cb2b463fc6b483cc32da60,product_level_2,db9e166331f89037c1b3590adfaa18d4
327,3089e6be2ff94a450b62d5c940194a39,2021-03-01,626,geography_level_3,7ac6047d36cb2b463fc6b483cc32da60,product_level_2,93a97f63f0a573483d49c58dc02c1341
329,c67c64b598f9a4129f5001f40c7af297,2021-03-01,15,geography_level_3,7ac6047d36cb2b463fc6b483cc32da60,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
330,452ac3ab0817f0ce3d77ad646b0920d2,2021-03-01,16,geography_level_3,94fa0f35673c82f74ce21ee9a42dbe9e,product_level_2,1807ffa2c1c84035f4346c3364104dd1
332,5fc6a530a4c8e9ae27a3c3a715aa4fb4,2021-03-01,7,geography_level_3,94fa0f35673c82f74ce21ee9a42dbe9e,product_level_2,45fe7a01980958e559fa0473c20c8c58
333,a0817bf9bfb11e453bfa3ac02c5bd7db,2021-03-01,85,geography_level_3,94fa0f35673c82f74ce21ee9a42dbe9e,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
334,5ed83d4464e47b882914596823446fb6,2021-03-01,125,geography_level_3,94fa0f35673c82f74ce21ee9a42dbe9e,product_level_2,93a97f63f0a573483d49c58dc02c1341
338,e138a2b015c7906d224f157bc743f6ef,2021-03-01,90,geography_level_3,239f3643e0162a369985140f011d43d3,product_level_2,db9e166331f89037c1b3590adfaa18d4
339,8cecb832507fbc89282c0d506c3f9253,2021-03-01,19,geography_level_3,239f3643e0162a369985140f011d43d3,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
340,97e53a2c1c1d3971595cde912b21c18e,2021-03-01,54,geography_level_3,239f3643e0162a369985140f011d43d3,product_level_2,579cf4cbf3d63c78deffc623c0de643f
342,2f3f91abf4612aed8242157698c2e91a,2021-03-01,18,geography_level_3,c704db10d5ccedf4d993d7456278332f,product_level_2,db9e166331f89037c1b3590adfaa18d4
343,d58a7109168bd4c27331ee00fa45c5f2,2021-03-01,7,geography_level_3,c704db10d5ccedf4d993d7456278332f,product_level_2,45fe7a01980958e559fa0473c20c8c58
344,cee2c6a016c61f3d8fb43fcfc63dc9e9,2021-03-01,24,geography_level_3,c704db10d5ccedf4d993d7456278332f,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
345,3a7eacfc70d57638d22e5af02abe43b7,2021-03-01,44,geography_level_3,c704db10d5ccedf4d993d7456278332f,product_level_2,93a97f63f0a573483d49c58dc02c1341
346,137727b0048689a91bafba6e2a6fc89f,2021-03-01,14,geography_level_3,c704db10d5ccedf4d993d7456278332f,product_level_2,579cf4cbf3d63c78deffc623c0de643f
348,27678e453a20126fee7e719fb4b6f933,2021-03-01,13,geography_level_3,a26a472b755b975cfe0923c243d3b10a,product_level_2,814119e4a116199cf494768f31987158
350,f9b65382613bd6ab5c52bb4bf419bd6b,2021-03-01,1141,geography_level_3,82d2e641c36d5147fc00ef92eb6eeac9,product_level_2,579cf4cbf3d63c78deffc623c0de643f
351,cc0a53da040f504a5ea75f84ece95fe9,2021-03-01,3762,geography_level_3,82d2e641c36d5147fc00ef92eb6eeac9,product_level_2,93a97f63f0a573483d49c58dc02c1341
353,2e1992b6aabb7cc7a0991ed9ec84f351,2021-03-01,128,geography_level_3,8c0f4757e1ff757e22a3eb96948a8868,product_level_2,45fe7a01980958e559fa0473c20c8c58
355,028b2111d990b7f862d81e6e4d357016,2021-03-01,68,geography_level_3,8c0f4757e1ff757e22a3eb96948a8868,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
356,80caf14aace2a14570c299cbe25ad867,2021-03-01,3,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,814119e4a116199cf494768f31987158
357,bb113c09fb5b49e3298589fb858fd58b,2021-03-01,378,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,3241cf89eaf210f13321fe6280c7d172
358,8dc96be31cc2d5dd0db5d607a2de4689,2021-03-01,314,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,a95738cb3a3c4236b858683b406dea98
359,6b1575e0ffecd14da93e5a5a6b22f308,2021-03-01,598,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,1807ffa2c1c84035f4346c3364104dd1
360,33f817660553b40a58e3a6391b550f74,2021-03-01,758,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,45fe7a01980958e559fa0473c20c8c58
361,7dc25ea61b4d47f7de6c7a8d8d559487,2021-03-01,3604,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
362,2effa036807329a88056093fabb07ce6,2021-03-01,3633,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,93a97f63f0a573483d49c58dc02c1341
363,d490f1f82940df330d093c5bac07db05,2021-03-01,323,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,579cf4cbf3d63c78deffc623c0de643f
364,e060566916f59044185918f213b2cc0e,2021-03-01,362,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
366,093bb5d4aea8b43ae8cb537b04714306,2021-03-01,557,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,1807ffa2c1c84035f4346c3364104dd1
368,2ac971ea3fa8316c71d9826724e0d204,2021-03-01,3018,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
369,2c8dfb69edf3b395ba3e1f6042c954cc,2021-03-01,4035,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,93a97f63f0a573483d49c58dc02c1341
370,dbc5b761566051f252b1f4d873f424b9,2021-03-01,454,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,579cf4cbf3d63c78deffc623c0de643f
371,ef661053dda0716104805ae9e26e4a1a,2021-03-01,363,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
372,8fed13cf51c479d2ac4949dff27d42c0,2021-03-01,276,geography_level_3,50cebc1429231eda4384a84ca4deb751,product_level_2,814119e4a116199cf494768f31987158
373,2aac0388929aa523fb80fd6b633fa66f,2021-03-01,30,geography_level_3,50cebc1429231eda4384a84ca4deb751,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
375,9a27f2c80de3ad06d7b57f5ec302c19e,2021-03-01,4259,geography_level_3,50cebc1429231eda4384a84ca4deb751,product_level_2,93a97f63f0a573483d49c58dc02c1341
378,640872fbff94b29354a6ab9e8291c5ae,2021-03-01,30,geography_level_3,8c0f4757e1ff757e22a3eb96948a8868,product_level_2,1807ffa2c1c84035f4346c3364104dd1
379,073bda620caa648719cd2a3b2228d717,2021-03-01,17,geography_level_3,8c0f4757e1ff757e22a3eb96948a8868,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
381,9c2e770d6a88d77b14b4b33e144d420d,2021-03-01,47,geography_level_3,d6413663cb130f6cd1fda4a90fbbbd8f,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
383,87df2977fa506142ade684ccfeaf3ba9,2021-03-01,230,geography_level_3,b0597a38e8a1100ec75120dddcb61f01,product_level_2,45fe7a01980958e559fa0473c20c8c58
384,7960662695a342f6008be0d186095e83,2021-03-01,721,geography_level_3,b0597a38e8a1100ec75120dddcb61f01,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
387,9a12a1e6d57b533d6d8f03ee0caad287,2021-03-01,278,geography_level_3,b0597a38e8a1100ec75120dddcb61f01,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
390,ac2457e77e9a3e87cd49db29095b7d24,2021-03-01,72,geography_level_3,79fd843dc0fb0d570ec0f9415cbc989d,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
391,1573a37eb3eeb81f69cb0a22b7fd448b,2021-03-01,258,geography_level_3,79fd843dc0fb0d570ec0f9415cbc989d,product_level_2,db9e166331f89037c1b3590adfaa18d4
392,a3555ad237008836cf19327ddbef241b,2021-03-01,269,geography_level_3,79fd843dc0fb0d570ec0f9415cbc989d,product_level_2,45fe7a01980958e559fa0473c20c8c58
393,df4223b1bdcd817f34753924e16a762e,2021-03-01,805,geography_level_3,79fd843dc0fb0d570ec0f9415cbc989d,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
394,b371ab9532d058ae855a7de09d61c6a9,2021-03-01,655,geography_level_3,79fd843dc0fb0d570ec0f9415cbc989d,product_level_2,93a97f63f0a573483d49c58dc02c1341
397,720c9a8ba9e35fd9b944f67e7a6fe6b4,2021-03-01,39,geography_level_3,8e58413f8ca86692a0a01f8b5679fdac,product_level_2,3241cf89eaf210f13321fe6280c7d172
398,b00dcbfbd4891a15a92fae75babc7ba7,2021-03-01,7,geography_level_3,8e58413f8ca86692a0a01f8b5679fdac,product_level_2,a95738cb3a3c4236b858683b406dea98
399,49e1ac35ee87ce3e71c1b3f2d3e62e0f,2021-03-01,2,geography_level_3,8e58413f8ca86692a0a01f8b5679fdac,product_level_2,1807ffa2c1c84035f4346c3364104dd1
401,3d5728f2630d66f723ed215b80088157,2021-03-01,66,geography_level_3,8e58413f8ca86692a0a01f8b5679fdac,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
403,61014a3645fe963d65cf4d26a54336e6,2021-03-01,20,geography_level_3,d6413663cb130f6cd1fda4a90fbbbd8f,product_level_2,3241cf89eaf210f13321fe6280c7d172
405,119be6b73ac373f61758dceea2fd7824,2021-03-01,3,geography_level_3,d6413663cb130f6cd1fda4a90fbbbd8f,product_level_2,1807ffa2c1c84035f4346c3364104dd1
408,e8945ed56835481e2d845707e26b653f,2021-03-01,77,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
414,1cc6ef77b35ec96d8d80f6637f3a5084,2021-03-01,79,geography_level_3,e77f818445598d8b37ebda4c72645900,product_level_2,45fe7a01980958e559fa0473c20c8c58
415,6d821fb3a350f30a5d414a773ea7e225,2021-03-01,182,geography_level_3,e77f818445598d8b37ebda4c72645900,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
416,8d4bd89511404ace84e5006b05091dc6,2021-03-01,74,geography_level_3,e77f818445598d8b37ebda4c72645900,product_level_2,93a97f63f0a573483d49c58dc02c1341
417,ffddc0dbb7fa28b00a5b6ddc8e7e317c,2021-03-01,79,geography_level_3,e77f818445598d8b37ebda4c72645900,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
420,7efc25c0d9ca2fb1d63925d4208756a8,2021-03-01,103,geography_level_3,ee0ae2cafd8346e7e74950a6a6271a71,product_level_2,45fe7a01980958e559fa0473c20c8c58
421,9d62a7ab2a5e5c29650f801d11662166,2021-03-01,228,geography_level_3,ee0ae2cafd8346e7e74950a6a6271a71,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
422,e6686477543f4c262e1d8351053f9fe0,2021-03-01,295,geography_level_3,ee0ae2cafd8346e7e74950a6a6271a71,product_level_2,93a97f63f0a573483d49c58dc02c1341
423,bf2fa572fab7d082c18ef122698c11b6,2021-03-01,162,geography_level_3,ee0ae2cafd8346e7e74950a6a6271a71,product_level_2,579cf4cbf3d63c78deffc623c0de643f
426,0540e76625e5b62e3347bde9fc57741f,2021-03-01,36,geography_level_3,d3124b174629399de2f6417e109b3fc3,product_level_2,1807ffa2c1c84035f4346c3364104dd1
427,f81b036518f8e43bcffbd4c68a5b7c85,2021-03-01,99,geography_level_3,d3124b174629399de2f6417e109b3fc3,product_level_2,45fe7a01980958e559fa0473c20c8c58
428,327a340a41e8a1a544e923c865e5f89e,2021-03-01,664,geography_level_3,d3124b174629399de2f6417e109b3fc3,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
431,50c7e81ac5d551c573904da2815a0dff,2021-03-01,29,geography_level_3,82d2e641c36d5147fc00ef92eb6eeac9,product_level_2,814119e4a116199cf494768f31987158
433,8b2dddbc7bd3ca930f07df2c0b1f05b1,2021-03-01,196,geography_level_3,82d2e641c36d5147fc00ef92eb6eeac9,product_level_2,a95738cb3a3c4236b858683b406dea98
434,206d9cc1a5f2ede760910e6dd4440fd2,2021-03-01,522,geography_level_3,82d2e641c36d5147fc00ef92eb6eeac9,product_level_2,1807ffa2c1c84035f4346c3364104dd1
435,014a3a361546e92efe93ec6b8f35ebdd,2021-03-01,1961,geography_level_3,82d2e641c36d5147fc00ef92eb6eeac9,product_level_2,45fe7a01980958e559fa0473c20c8c58
436,7c775ccf082f800b95cfaf2aa9cc4cee,2021-03-01,84,geography_level_3,864338bf8cf4708126b6fa4bf680c111,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
437,1cb3a08ce04fe7c074bc7b3e08376fef,2021-03-01,99,geography_level_3,864338bf8cf4708126b6fa4bf680c111,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
438,559d55c78e3519c9bb2e34e40af0db90,2021-03-01,35,geography_level_3,864338bf8cf4708126b6fa4bf680c111,product_level_2,45fe7a01980958e559fa0473c20c8c58
441,8cd29d6ecbdd8a545e27de7d5a181fea,2021-03-01,111,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,93a97f63f0a573483d49c58dc02c1341
442,46c676232eb78bb625e8daa0adb61cae,2021-03-01,14,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,579cf4cbf3d63c78deffc623c0de643f
443,2ed44f37ba178399f04eccb01d71ea76,2021-03-01,363,geography_level_3,e495ef918e04c7e781faefb8dc5e6e40,product_level_2,814119e4a116199cf494768f31987158
445,fcc445c33d0d6b3a3b66b9e35fec52a0,2021-03-01,1874,geography_level_3,e495ef918e04c7e781faefb8dc5e6e40,product_level_2,db9e166331f89037c1b3590adfaa18d4
447,74ab73b2f7b09d1fb371a4b335dc8a8e,2021-03-01,913,geography_level_3,fcf14a475e65540c7577370bf438b091,product_level_2,814119e4a116199cf494768f31987158
448,d58d04097c24c8d63ca21884850e08e6,2021-03-01,427,geography_level_3,fcf14a475e65540c7577370bf438b091,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
450,86b6e30332aae23fd77b146f410d68f3,2021-03-01,44,geography_level_3,b56dd155fe7d2d62768bfad2b9272670,product_level_2,814119e4a116199cf494768f31987158
451,38f562f6fcad9bd789ea6e67aa1b0db1,2021-03-01,63,geography_level_3,b56dd155fe7d2d62768bfad2b9272670,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
452,3f4f50d1e42d9a09cc823a44456f3e2f,2021-03-01,120,geography_level_3,b0597a38e8a1100ec75120dddcb61f01,product_level_2,1807ffa2c1c84035f4346c3364104dd1
453,6e5214167877bb1935d8746da9204645,2021-03-01,2,geography_level_3,b56dd155fe7d2d62768bfad2b9272670,product_level_2,db9e166331f89037c1b3590adfaa18d4
454,40178c1d79287684481a61c2b41f63c9,2021-03-01,651,geography_level_3,4e5fb4df7b78bfd5213a71b1f7c055a4,product_level_2,814119e4a116199cf494768f31987158
455,7f83f36a4302602d73b34b6b5ff0d5c6,2021-03-01,106,geography_level_3,4e5fb4df7b78bfd5213a71b1f7c055a4,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
459,512df4af7b5b0324c31d048b842552a9,2021-03-01,577,geography_level_3,4e5fb4df7b78bfd5213a71b1f7c055a4,product_level_2,579cf4cbf3d63c78deffc623c0de643f
461,d84b7e5a0cef47105956a15e6c60f77c,2021-03-01,4,geography_level_3,c224b81af83bcaec5ec3e441fcdf86ae,product_level_2,1807ffa2c1c84035f4346c3364104dd1
